scrutin_ref,senateur_ref,position
senat-2021-97,20074E,pour
senat-2021-97,14151M,pour
senat-2021-97,14249W,pour
senat-2021-97,11074Q,pour
senat-2021-97,11110B,pour
senat-2021-97,14187A,pour
senat-2021-97,19673G,pour
senat-2021-97,20174H,pour
senat-2021-97,20038A,pour
senat-2021-97,01025N,pour
senat-2021-97,19647E,pour
senat-2021-97,14281W,pour
senat-2021-97,20132W,pour
senat-2021-97,08045X,pour
senat-2021-97,19599P,pour
senat-2021-97,17023S,pour
senat-2021-97,97011G,pour
senat-2021-97,08018U,pour
senat-2021-97,11010L,pour
senat-2021-97,20286Q,pour
senat-2021-97,20172F,pour
senat-2021-97,04035D,pour
senat-2021-97,14231L,pour
senat-2021-97,11083R,pour
senat-2021-97,20120S,pour
senat-2021-97,14355X,pour
senat-2021-97,19820Y,pour
senat-2021-97,19387D,pour
senat-2021-97,20180F,pour
senat-2021-97,07004J,pour
senat-2021-97,14211G,pour
senat-2021-97,14033T,pour
senat-2021-97,14123H,pour
senat-2021-97,01057W,pour
senat-2021-97,20068G,pour
senat-2021-97,98022P,pour
senat-2021-97,11064N,pour
senat-2021-97,19691J,pour
senat-2021-97,19553Y,pour
senat-2021-97,20072C,pour
senat-2021-97,19725B,pour
senat-2021-97,19329S,pour
senat-2021-97,20106U,pour
senat-2021-97,20128B,pour
senat-2021-97,19569H,pour
senat-2021-97,14179A,pour
senat-2021-97,19685L,pour
senat-2021-97,20048C,pour
senat-2021-97,19333N,pour
senat-2021-97,19399H,pour
senat-2021-97,11048N,pour
senat-2021-97,19591F,pour
senat-2021-97,14213J,pour
senat-2021-97,20066E,pour
senat-2021-97,20034V,pour
senat-2021-97,19551W,pour
senat-2021-97,19511N,pour
senat-2021-97,19715Y,pour
senat-2021-97,14121F,pour
senat-2021-97,19531S,pour
senat-2021-97,19683J,pour
senat-2021-97,20056C,pour
senat-2021-97,14097Y,pour
senat-2021-97,19447X,pour
senat-2021-97,14021P,pour
senat-2021-97,99004R,pour
senat-2021-97,14073Q,pour
senat-2021-97,19489J,pour
senat-2021-97,20016T,pour
senat-2021-97,19649G,pour
senat-2021-97,19735D,pour
senat-2021-97,19611R,pour
senat-2021-97,19583F,pour
senat-2021-97,07029T,pour
senat-2021-97,19723Y,pour
senat-2021-97,19699S,pour
senat-2021-97,08015R,pour
senat-2021-97,19711U,pour
senat-2021-97,11026G,pour
senat-2021-97,08034U,pour
senat-2021-97,19709B,pour
senat-2021-97,18193Q,pour
senat-2021-97,16685X,pour
senat-2021-97,19729F,pour
senat-2021-97,20108W,pour
senat-2021-97,01043Q,pour
senat-2021-97,20052X,pour
senat-2021-97,19697Q,pour
senat-2021-97,19581D,pour
senat-2021-97,14205J,pour
senat-2021-97,14219Q,pour
senat-2021-97,01048V,pour
senat-2021-97,14059S,pour
senat-2021-97,19441R,pour
senat-2021-97,08012N,pour
senat-2021-97,17779H,pour
senat-2021-97,12016W,pour
senat-2021-97,11104D,pour
senat-2021-97,19657G,pour
senat-2021-97,14251Q,pour
senat-2021-97,14031R,pour
senat-2021-97,14111D,pour
senat-2021-97,19637C,pour
senat-2021-97,14001X,pour
senat-2021-97,11085T,pour
senat-2021-97,19826F,pour
senat-2021-97,08009T,pour
senat-2021-97,14221J,pour
senat-2021-97,20252E,pour
senat-2021-97,04057K,pour
senat-2021-97,19563B,pour
senat-2021-97,14147R,pour
senat-2021-97,20028X,pour
senat-2021-97,11067R,pour
senat-2021-97,19671E,pour
senat-2021-97,20018V,pour
senat-2021-97,14223L,pour
senat-2021-97,04092N,pour
senat-2021-97,19335Q,pour
senat-2021-97,19369B,pour
senat-2021-97,11072N,pour
senat-2021-97,14109K,pour
senat-2021-97,14257W,pour
senat-2021-97,08011M,pour
senat-2021-97,04070G,pour
senat-2021-97,14071N,pour
senat-2021-97,92040Q,pour
senat-2021-97,14169X,pour
senat-2021-97,19768N,pour
senat-2021-97,14253S,pour
senat-2021-97,19573D,pour
senat-2021-97,19866P,pour
senat-2021-97,14191V,pour
senat-2021-97,20050V,pour
senat-2021-97,08073C,pour
senat-2021-97,08061X,pour
senat-2021-97,08047A,pour
senat-2021-97,14237S,pour
senat-2021-97,17637T,pour
senat-2021-97,14193X,pour
senat-2021-97,19745F,pour
senat-2021-97,20148F,pour
senat-2021-97,20146D,pour
senat-2021-97,19533U,pour
senat-2021-97,20030R,pour
senat-2021-97,20118Y,pour
senat-2021-97,19319Q,pour
senat-2021-97,05012A,pour
senat-2021-97,17965H,pour
senat-2021-97,19503N,pour
senat-2021-97,11090Q,pour
senat-2021-97,19739H,pour
senat-2021-97,04043D,pour
senat-2021-97,19679N,pour
senat-2021-97,20298U,pour
senat-2021-97,19443T,pour
senat-2021-97,19349W,pour
senat-2021-97,14331P,pour
senat-2021-97,14225N,pour
senat-2021-97,20082E,pour
senat-2021-97,19766L,pour
senat-2021-97,19705W,pour
senat-2021-97,11012A,pour
senat-2021-97,04033B,pour
senat-2021-97,95063L,pour
senat-2021-97,19798U,pour
senat-2021-97,20054A,pour
senat-2021-97,14229S,pour
senat-2021-97,11054L,pour
senat-2021-97,20150Y,pour
senat-2021-97,20020P,pour
senat-2021-97,11045K,pour
senat-2021-97,14107H,pour
senat-2021-97,19619A,pour
senat-2021-97,19421M,pour
senat-2021-97,11097X,pour
senat-2021-97,11043H,pour
senat-2021-97,20098N,pour
senat-2021-97,04045F,pour
senat-2021-97,19762G,pour
senat-2021-97,01058X,pour
senat-2021-97,19703U,pour
senat-2021-97,19713W,pour
senat-2021-97,20062A,pour
senat-2021-97,20084G,pour
senat-2021-97,01028R,pour
senat-2021-97,20136B,pour
senat-2021-97,19669L,pour
senat-2021-97,14275Y,pour
senat-2021-97,19301E,pour
senat-2021-97,19675J,pour
senat-2021-97,19413M,pour
senat-2021-97,01062T,pour
senat-2021-97,20064C,pour
senat-2021-97,11041F,pour
senat-2021-97,19527W,pour
senat-2021-97,01034P,pour
senat-2021-97,11066Q,pour
senat-2021-97,20026V,pour
senat-2021-97,19749K,pour
senat-2021-97,19479G,pour
senat-2021-97,20122U,pour
senat-2021-97,20058E,pour
senat-2021-97,14173T,pour
senat-2021-97,19585H,pour
senat-2021-97,19760E,contre
senat-2021-97,04085P,contre
senat-2021-97,20112S,contre
senat-2021-97,20110Q,contre
senat-2021-97,17367Q,contre
senat-2021-97,11040E,contre
senat-2021-97,19758L,contre
senat-2021-97,11031D,contre
senat-2021-97,11056N,contre
senat-2021-97,11065P,contre
senat-2021-97,20134Y,contre
senat-2021-97,20100N,contre
senat-2021-97,19695N,contre
senat-2021-97,19347U,contre
senat-2021-97,08056B,contre
senat-2021-97,19565D,contre
senat-2021-97,08069G,contre
senat-2021-97,95041E,contre
senat-2021-97,11099A,contre
senat-2021-97,20102Q,contre
senat-2021-97,12041X,contre
senat-2021-97,11077T,contre
senat-2021-97,20142Y,contre
senat-2021-97,19593H,contre
senat-2021-97,20036X,contre
senat-2021-97,20130U,contre
senat-2021-97,20092G,contre
senat-2021-97,20044X,contre
senat-2021-97,19687N,contre
senat-2021-97,19689Q,contre
senat-2021-97,20046A,contre
senat-2021-97,20266L,contre
senat-2021-97,14189C,abstention
senat-2021-97,19717B,abstention
senat-2021-97,19741B,abstention
senat-2021-97,19383Y,abstention
senat-2021-97,20124W,abstention
senat-2021-97,19507S,abstention
senat-2021-97,20126Y,abstention
senat-2021-97,08010L,abstention
senat-2021-97,20096L,abstention
senat-2021-97,10015M,abstention
senat-2021-97,86034E,nonVotant
senat-2021-97,14026U,nonVotant
senat-2021-97,11033F,nonVotant
senat-2021-97,01060R,nonVotant
senat-2021-97,14055N,nonVotant
senat-2021-98,14133K,pour
senat-2021-98,20032T,pour
senat-2021-98,14189C,pour
senat-2021-98,19717B,pour
senat-2021-98,19515S,pour
senat-2021-98,20076G,pour
senat-2021-98,19707Y,pour
senat-2021-98,19651A,pour
senat-2021-98,05008E,pour
senat-2021-98,19741B,pour
senat-2021-98,19667J,pour
senat-2021-98,19543W,pour
senat-2021-98,20024T,pour
senat-2021-98,20022R,pour
senat-2021-98,19954N,pour
senat-2021-98,19575F,pour
senat-2021-98,20116W,pour
senat-2021-98,14030Q,pour
senat-2021-98,17367Q,pour
senat-2021-98,20086J,pour
senat-2021-98,19367Y,pour
senat-2021-98,14069U,pour
senat-2021-98,19415P,pour
senat-2021-98,20042V,pour
senat-2021-98,14089Y,pour
senat-2021-98,20078J,pour
senat-2021-98,20138D,pour
senat-2021-98,14105F,pour
senat-2021-98,19643A,pour
senat-2021-98,19747H,pour
senat-2021-98,20152B,pour
senat-2021-98,19383Y,pour
senat-2021-98,17737W,pour
senat-2021-98,19621T,pour
senat-2021-98,04047H,pour
senat-2021-98,19782L,pour
senat-2021-98,20090E,pour
senat-2021-98,14207L,pour
senat-2021-98,20104S,pour
senat-2021-98,14255U,pour
senat-2021-98,11101A,pour
senat-2021-98,04042C,pour
senat-2021-98,14053L,pour
senat-2021-98,14083S,pour
senat-2021-98,11053K,pour
senat-2021-98,19545Y,pour
senat-2021-98,11103C,pour
senat-2021-98,19629C,pour
senat-2021-98,19721W,pour
senat-2021-98,19057M,pour
senat-2021-98,14329V,pour
senat-2021-98,14038Y,pour
senat-2021-98,11080N,pour
senat-2021-98,14195A,pour
senat-2021-98,08028W,pour
senat-2021-98,20144B,pour
senat-2021-98,19467C,pour
senat-2021-98,18083K,pour
senat-2021-98,19701S,pour
senat-2021-98,14267Y,pour
senat-2021-98,19681G,pour
senat-2021-98,11115U,pour
senat-2021-98,14357A,pour
senat-2021-98,19525U,pour
senat-2021-98,19693L,pour
senat-2021-98,14259Y,pour
senat-2021-98,04008A,pour
senat-2021-98,17589D,pour
senat-2021-98,11070L,pour
senat-2021-98,19719D,pour
senat-2021-98,14327T,pour
senat-2021-98,19663E,pour
senat-2021-98,20140W,pour
senat-2021-98,17229F,pour
senat-2021-98,19659J,pour
senat-2021-98,10006L,pour
senat-2021-98,14217N,pour
senat-2021-98,01024M,pour
senat-2021-98,20248J,pour
senat-2021-98,14215L,pour
senat-2021-98,19577H,pour
senat-2021-98,14042U,pour
senat-2021-98,04071H,pour
senat-2021-98,20124W,pour
senat-2021-98,20040T,pour
senat-2021-98,07033P,pour
senat-2021-98,20074E,pour
senat-2021-98,19507S,pour
senat-2021-98,14249W,pour
senat-2021-98,14187A,pour
senat-2021-98,19673G,pour
senat-2021-98,20174H,pour
senat-2021-98,20038A,pour
senat-2021-98,01025N,pour
senat-2021-98,20132W,pour
senat-2021-98,17023S,pour
senat-2021-98,97011G,pour
senat-2021-98,08018U,pour
senat-2021-98,11010L,pour
senat-2021-98,20286Q,pour
senat-2021-98,20172F,pour
senat-2021-98,04035D,pour
senat-2021-98,14231L,pour
senat-2021-98,11083R,pour
senat-2021-98,20120S,pour
senat-2021-98,14355X,pour
senat-2021-98,19387D,pour
senat-2021-98,20180F,pour
senat-2021-98,07004J,pour
senat-2021-98,08056B,pour
senat-2021-98,14211G,pour
senat-2021-98,14033T,pour
senat-2021-98,14123H,pour
senat-2021-98,01057W,pour
senat-2021-98,20068G,pour
senat-2021-98,98022P,pour
senat-2021-98,11064N,pour
senat-2021-98,19691J,pour
senat-2021-98,19553Y,pour
senat-2021-98,20072C,pour
senat-2021-98,19329S,pour
senat-2021-98,20106U,pour
senat-2021-98,20128B,pour
senat-2021-98,19569H,pour
senat-2021-98,14179A,pour
senat-2021-98,19685L,pour
senat-2021-98,20048C,pour
senat-2021-98,08069G,pour
senat-2021-98,19399H,pour
senat-2021-98,11048N,pour
senat-2021-98,19591F,pour
senat-2021-98,14213J,pour
senat-2021-98,20066E,pour
senat-2021-98,20034V,pour
senat-2021-98,19511N,pour
senat-2021-98,20056C,pour
senat-2021-98,19447X,pour
senat-2021-98,95041E,pour
senat-2021-98,99004R,pour
senat-2021-98,14073Q,pour
senat-2021-98,20126Y,pour
senat-2021-98,20016T,pour
senat-2021-98,19735D,pour
senat-2021-98,19611R,pour
senat-2021-98,19583F,pour
senat-2021-98,07029T,pour
senat-2021-98,19723Y,pour
senat-2021-98,19699S,pour
senat-2021-98,08015R,pour
senat-2021-98,19711U,pour
senat-2021-98,08010L,pour
senat-2021-98,08034U,pour
senat-2021-98,19709B,pour
senat-2021-98,16685X,pour
senat-2021-98,19729F,pour
senat-2021-98,20108W,pour
senat-2021-98,01043Q,pour
senat-2021-98,20052X,pour
senat-2021-98,19697Q,pour
senat-2021-98,19581D,pour
senat-2021-98,14205J,pour
senat-2021-98,14219Q,pour
senat-2021-98,01048V,pour
senat-2021-98,14059S,pour
senat-2021-98,19441R,pour
senat-2021-98,19657G,pour
senat-2021-98,14251Q,pour
senat-2021-98,14031R,pour
senat-2021-98,14111D,pour
senat-2021-98,19637C,pour
senat-2021-98,11085T,pour
senat-2021-98,19826F,pour
senat-2021-98,08009T,pour
senat-2021-98,14221J,pour
senat-2021-98,20252E,pour
senat-2021-98,04057K,pour
senat-2021-98,19563B,pour
senat-2021-98,14147R,pour
senat-2021-98,19671E,pour
senat-2021-98,14223L,pour
senat-2021-98,04092N,pour
senat-2021-98,19335Q,pour
senat-2021-98,19369B,pour
senat-2021-98,11072N,pour
senat-2021-98,08011M,pour
senat-2021-98,04070G,pour
senat-2021-98,14071N,pour
senat-2021-98,20096L,pour
senat-2021-98,92040Q,pour
senat-2021-98,14169X,pour
senat-2021-98,19768N,pour
senat-2021-98,14253S,pour
senat-2021-98,19573D,pour
senat-2021-98,19866P,pour
senat-2021-98,14191V,pour
senat-2021-98,20050V,pour
senat-2021-98,08073C,pour
senat-2021-98,08061X,pour
senat-2021-98,08047A,pour
senat-2021-98,14237S,pour
senat-2021-98,17637T,pour
senat-2021-98,14193X,pour
senat-2021-98,19745F,pour
senat-2021-98,20148F,pour
senat-2021-98,20146D,pour
senat-2021-98,19533U,pour
senat-2021-98,20118Y,pour
senat-2021-98,19319Q,pour
senat-2021-98,05012A,pour
senat-2021-98,11090Q,pour
senat-2021-98,19739H,pour
senat-2021-98,04043D,pour
senat-2021-98,19679N,pour
senat-2021-98,20298U,pour
senat-2021-98,19443T,pour
senat-2021-98,19349W,pour
senat-2021-98,14331P,pour
senat-2021-98,19766L,pour
senat-2021-98,10015M,pour
senat-2021-98,19705W,pour
senat-2021-98,11012A,pour
senat-2021-98,04033B,pour
senat-2021-98,95063L,pour
senat-2021-98,19798U,pour
senat-2021-98,20054A,pour
senat-2021-98,20150Y,pour
senat-2021-98,20020P,pour
senat-2021-98,14107H,pour
senat-2021-98,19619A,pour
senat-2021-98,19421M,pour
senat-2021-98,20044X,pour
senat-2021-98,11097X,pour
senat-2021-98,11043H,pour
senat-2021-98,20098N,pour
senat-2021-98,04045F,pour
senat-2021-98,19762G,pour
senat-2021-98,01058X,pour
senat-2021-98,19703U,pour
senat-2021-98,19713W,pour
senat-2021-98,20062A,pour
senat-2021-98,20136B,pour
senat-2021-98,14275Y,pour
senat-2021-98,19301E,pour
senat-2021-98,19675J,pour
senat-2021-98,01034P,pour
senat-2021-98,20026V,pour
senat-2021-98,19749K,pour
senat-2021-98,19479G,pour
senat-2021-98,20122U,pour
senat-2021-98,20058E,pour
senat-2021-98,14173T,pour
senat-2021-98,19585H,pour
senat-2021-98,11109J,contre
senat-2021-98,19760E,contre
senat-2021-98,19631V,contre
senat-2021-98,04085P,contre
senat-2021-98,04059M,contre
senat-2021-98,20112S,contre
senat-2021-98,20110Q,contre
senat-2021-98,19549D,contre
senat-2021-98,20094J,contre
senat-2021-98,11040E,contre
senat-2021-98,08060W,contre
senat-2021-98,20088L,contre
senat-2021-98,20114U,contre
senat-2021-98,20080C,contre
senat-2021-98,19758L,contre
senat-2021-98,20060X,contre
senat-2021-98,12028B,contre
senat-2021-98,20264J,contre
senat-2021-98,11031D,contre
senat-2021-98,19295A,contre
senat-2021-98,11027H,contre
senat-2021-98,20070A,contre
senat-2021-98,11056N,contre
senat-2021-98,11065P,contre
senat-2021-98,19251M,contre
senat-2021-98,20134Y,contre
senat-2021-98,14151M,contre
senat-2021-98,11074Q,contre
senat-2021-98,11110B,contre
senat-2021-98,19647E,contre
senat-2021-98,14281W,contre
senat-2021-98,20100N,contre
senat-2021-98,08045X,contre
senat-2021-98,19599P,contre
senat-2021-98,19695N,contre
senat-2021-98,19820Y,contre
senat-2021-98,19347U,contre
senat-2021-98,19565D,contre
senat-2021-98,19725B,contre
senat-2021-98,19333N,contre
senat-2021-98,19551W,contre
senat-2021-98,19715Y,contre
senat-2021-98,14121F,contre
senat-2021-98,19531S,contre
senat-2021-98,19683J,contre
senat-2021-98,14097Y,contre
senat-2021-98,14021P,contre
senat-2021-98,19489J,contre
senat-2021-98,19649G,contre
senat-2021-98,11099A,contre
senat-2021-98,20102Q,contre
senat-2021-98,12041X,contre
senat-2021-98,11026G,contre
senat-2021-98,18193Q,contre
senat-2021-98,11077T,contre
senat-2021-98,08012N,contre
senat-2021-98,17779H,contre
senat-2021-98,12016W,contre
senat-2021-98,11104D,contre
senat-2021-98,20142Y,contre
senat-2021-98,14001X,contre
senat-2021-98,20028X,contre
senat-2021-98,11067R,contre
senat-2021-98,20018V,contre
senat-2021-98,14109K,contre
senat-2021-98,14257W,contre
senat-2021-98,19593H,contre
senat-2021-98,20036X,contre
senat-2021-98,20030R,contre
senat-2021-98,20130U,contre
senat-2021-98,17965H,contre
senat-2021-98,19503N,contre
senat-2021-98,14225N,contre
senat-2021-98,20082E,contre
senat-2021-98,14229S,contre
senat-2021-98,11054L,contre
senat-2021-98,11045K,contre
senat-2021-98,20092G,contre
senat-2021-98,19687N,contre
senat-2021-98,20084G,contre
senat-2021-98,01028R,contre
senat-2021-98,19689Q,contre
senat-2021-98,19669L,contre
senat-2021-98,19413M,contre
senat-2021-98,01062T,contre
senat-2021-98,20064C,contre
senat-2021-98,11041F,contre
senat-2021-98,19527W,contre
senat-2021-98,20046A,contre
senat-2021-98,11066Q,contre
senat-2021-98,20266L,contre
senat-2021-98,86034E,nonVotant
senat-2021-98,14026U,nonVotant
senat-2021-98,11033F,nonVotant
senat-2021-98,01060R,nonVotant
senat-2021-98,14055N,nonVotant
senat-2021-99,14133K,pour
senat-2021-99,20032T,pour
senat-2021-99,11109J,pour
senat-2021-99,19760E,pour
senat-2021-99,14189C,pour
senat-2021-99,19717B,pour
senat-2021-99,19631V,pour
senat-2021-99,04085P,pour
senat-2021-99,04059M,pour
senat-2021-99,19515S,pour
senat-2021-99,20112S,pour
senat-2021-99,20076G,pour
senat-2021-99,19707Y,pour
senat-2021-99,19651A,pour
senat-2021-99,05008E,pour
senat-2021-99,19741B,pour
senat-2021-99,19667J,pour
senat-2021-99,19543W,pour
senat-2021-99,20024T,pour
senat-2021-99,20022R,pour
senat-2021-99,19954N,pour
senat-2021-99,19575F,pour
senat-2021-99,19549D,pour
senat-2021-99,20116W,pour
senat-2021-99,14030Q,pour
senat-2021-99,17367Q,pour
senat-2021-99,20094J,pour
senat-2021-99,11040E,pour
senat-2021-99,14069U,pour
senat-2021-99,19415P,pour
senat-2021-99,20042V,pour
senat-2021-99,14089Y,pour
senat-2021-99,08060W,pour
senat-2021-99,20078J,pour
senat-2021-99,20088L,pour
senat-2021-99,14105F,pour
senat-2021-99,19643A,pour
senat-2021-99,19747H,pour
senat-2021-99,20152B,pour
senat-2021-99,19383Y,pour
senat-2021-99,20080C,pour
senat-2021-99,19621T,pour
senat-2021-99,19758L,pour
senat-2021-99,04047H,pour
senat-2021-99,19782L,pour
senat-2021-99,20090E,pour
senat-2021-99,14207L,pour
senat-2021-99,20104S,pour
senat-2021-99,14255U,pour
senat-2021-99,11101A,pour
senat-2021-99,04042C,pour
senat-2021-99,14053L,pour
senat-2021-99,14083S,pour
senat-2021-99,11053K,pour
senat-2021-99,19545Y,pour
senat-2021-99,20060X,pour
senat-2021-99,11103C,pour
senat-2021-99,12028B,pour
senat-2021-99,19629C,pour
senat-2021-99,19721W,pour
senat-2021-99,19057M,pour
senat-2021-99,14329V,pour
senat-2021-99,14038Y,pour
senat-2021-99,20264J,pour
senat-2021-99,11080N,pour
senat-2021-99,14195A,pour
senat-2021-99,08028W,pour
senat-2021-99,20144B,pour
senat-2021-99,19467C,pour
senat-2021-99,18083K,pour
senat-2021-99,19701S,pour
senat-2021-99,14267Y,pour
senat-2021-99,11031D,pour
senat-2021-99,19295A,pour
senat-2021-99,11027H,pour
senat-2021-99,19681G,pour
senat-2021-99,11115U,pour
senat-2021-99,20070A,pour
senat-2021-99,11056N,pour
senat-2021-99,14357A,pour
senat-2021-99,19525U,pour
senat-2021-99,11065P,pour
senat-2021-99,19693L,pour
senat-2021-99,14259Y,pour
senat-2021-99,04008A,pour
senat-2021-99,17589D,pour
senat-2021-99,11070L,pour
senat-2021-99,19719D,pour
senat-2021-99,14327T,pour
senat-2021-99,19663E,pour
senat-2021-99,17229F,pour
senat-2021-99,19659J,pour
senat-2021-99,10006L,pour
senat-2021-99,14217N,pour
senat-2021-99,01024M,pour
senat-2021-99,20248J,pour
senat-2021-99,19251M,pour
senat-2021-99,14215L,pour
senat-2021-99,19577H,pour
senat-2021-99,14042U,pour
senat-2021-99,04071H,pour
senat-2021-99,20134Y,pour
senat-2021-99,20124W,pour
senat-2021-99,20040T,pour
senat-2021-99,07033P,pour
senat-2021-99,20074E,pour
senat-2021-99,19507S,pour
senat-2021-99,14151M,pour
senat-2021-99,14249W,pour
senat-2021-99,11074Q,pour
senat-2021-99,11110B,pour
senat-2021-99,14187A,pour
senat-2021-99,19673G,pour
senat-2021-99,20174H,pour
senat-2021-99,01025N,pour
senat-2021-99,19647E,pour
senat-2021-99,14281W,pour
senat-2021-99,20100N,pour
senat-2021-99,20132W,pour
senat-2021-99,08045X,pour
senat-2021-99,19599P,pour
senat-2021-99,17023S,pour
senat-2021-99,97011G,pour
senat-2021-99,08018U,pour
senat-2021-99,11010L,pour
senat-2021-99,20286Q,pour
senat-2021-99,20172F,pour
senat-2021-99,04035D,pour
senat-2021-99,14231L,pour
senat-2021-99,11083R,pour
senat-2021-99,19695N,pour
senat-2021-99,20120S,pour
senat-2021-99,14355X,pour
senat-2021-99,19820Y,pour
senat-2021-99,19387D,pour
senat-2021-99,19347U,pour
senat-2021-99,20180F,pour
senat-2021-99,07004J,pour
senat-2021-99,08056B,pour
senat-2021-99,14211G,pour
senat-2021-99,19565D,pour
senat-2021-99,14033T,pour
senat-2021-99,14123H,pour
senat-2021-99,01057W,pour
senat-2021-99,20068G,pour
senat-2021-99,98022P,pour
senat-2021-99,11064N,pour
senat-2021-99,19691J,pour
senat-2021-99,19553Y,pour
senat-2021-99,20072C,pour
senat-2021-99,19725B,pour
senat-2021-99,19329S,pour
senat-2021-99,20106U,pour
senat-2021-99,20128B,pour
senat-2021-99,19569H,pour
senat-2021-99,14179A,pour
senat-2021-99,19685L,pour
senat-2021-99,20048C,pour
senat-2021-99,19333N,pour
senat-2021-99,08069G,pour
senat-2021-99,19399H,pour
senat-2021-99,11048N,pour
senat-2021-99,19591F,pour
senat-2021-99,14213J,pour
senat-2021-99,20066E,pour
senat-2021-99,20034V,pour
senat-2021-99,19551W,pour
senat-2021-99,19511N,pour
senat-2021-99,19715Y,pour
senat-2021-99,14121F,pour
senat-2021-99,19531S,pour
senat-2021-99,19683J,pour
senat-2021-99,20056C,pour
senat-2021-99,14097Y,pour
senat-2021-99,19447X,pour
senat-2021-99,95041E,pour
senat-2021-99,14021P,pour
senat-2021-99,99004R,pour
senat-2021-99,14073Q,pour
senat-2021-99,19489J,pour
senat-2021-99,20126Y,pour
senat-2021-99,20016T,pour
senat-2021-99,19649G,pour
senat-2021-99,19735D,pour
senat-2021-99,19611R,pour
senat-2021-99,19583F,pour
senat-2021-99,20102Q,pour
senat-2021-99,07029T,pour
senat-2021-99,19723Y,pour
senat-2021-99,19699S,pour
senat-2021-99,08015R,pour
senat-2021-99,12041X,pour
senat-2021-99,19711U,pour
senat-2021-99,11026G,pour
senat-2021-99,08010L,pour
senat-2021-99,08034U,pour
senat-2021-99,19709B,pour
senat-2021-99,18193Q,pour
senat-2021-99,16685X,pour
senat-2021-99,19729F,pour
senat-2021-99,20108W,pour
senat-2021-99,01043Q,pour
senat-2021-99,20052X,pour
senat-2021-99,19697Q,pour
senat-2021-99,19581D,pour
senat-2021-99,11077T,pour
senat-2021-99,14205J,pour
senat-2021-99,14219Q,pour
senat-2021-99,01048V,pour
senat-2021-99,14059S,pour
senat-2021-99,19441R,pour
senat-2021-99,08012N,pour
senat-2021-99,17779H,pour
senat-2021-99,12016W,pour
senat-2021-99,11104D,pour
senat-2021-99,19657G,pour
senat-2021-99,14251Q,pour
senat-2021-99,14031R,pour
senat-2021-99,14111D,pour
senat-2021-99,19637C,pour
senat-2021-99,14001X,pour
senat-2021-99,11085T,pour
senat-2021-99,19826F,pour
senat-2021-99,08009T,pour
senat-2021-99,14221J,pour
senat-2021-99,20252E,pour
senat-2021-99,04057K,pour
senat-2021-99,19563B,pour
senat-2021-99,14147R,pour
senat-2021-99,20028X,pour
senat-2021-99,11067R,pour
senat-2021-99,19671E,pour
senat-2021-99,20018V,pour
senat-2021-99,14223L,pour
senat-2021-99,04092N,pour
senat-2021-99,19335Q,pour
senat-2021-99,19369B,pour
senat-2021-99,11072N,pour
senat-2021-99,14109K,pour
senat-2021-99,14257W,pour
senat-2021-99,08011M,pour
senat-2021-99,04070G,pour
senat-2021-99,14071N,pour
senat-2021-99,20096L,pour
senat-2021-99,92040Q,pour
senat-2021-99,14169X,pour
senat-2021-99,19768N,pour
senat-2021-99,14253S,pour
senat-2021-99,19593H,pour
senat-2021-99,19866P,pour
senat-2021-99,14191V,pour
senat-2021-99,20050V,pour
senat-2021-99,08073C,pour
senat-2021-99,08061X,pour
senat-2021-99,08047A,pour
senat-2021-99,14237S,pour
senat-2021-99,17637T,pour
senat-2021-99,14193X,pour
senat-2021-99,19745F,pour
senat-2021-99,20148F,pour
senat-2021-99,20146D,pour
senat-2021-99,19533U,pour
senat-2021-99,20030R,pour
senat-2021-99,20118Y,pour
senat-2021-99,19319Q,pour
senat-2021-99,05012A,pour
senat-2021-99,20130U,pour
senat-2021-99,17965H,pour
senat-2021-99,19503N,pour
senat-2021-99,11090Q,pour
senat-2021-99,19739H,pour
senat-2021-99,04043D,pour
senat-2021-99,19679N,pour
senat-2021-99,20298U,pour
senat-2021-99,19443T,pour
senat-2021-99,19349W,pour
senat-2021-99,14331P,pour
senat-2021-99,14225N,pour
senat-2021-99,20082E,pour
senat-2021-99,19766L,pour
senat-2021-99,10015M,pour
senat-2021-99,19705W,pour
senat-2021-99,11012A,pour
senat-2021-99,04033B,pour
senat-2021-99,95063L,pour
senat-2021-99,19798U,pour
senat-2021-99,20054A,pour
senat-2021-99,14229S,pour
senat-2021-99,11054L,pour
senat-2021-99,20150Y,pour
senat-2021-99,20020P,pour
senat-2021-99,11045K,pour
senat-2021-99,14107H,pour
senat-2021-99,19619A,pour
senat-2021-99,20092G,pour
senat-2021-99,19421M,pour
senat-2021-99,20044X,pour
senat-2021-99,11097X,pour
senat-2021-99,11043H,pour
senat-2021-99,19687N,pour
senat-2021-99,20098N,pour
senat-2021-99,04045F,pour
senat-2021-99,19762G,pour
senat-2021-99,01058X,pour
senat-2021-99,19703U,pour
senat-2021-99,19713W,pour
senat-2021-99,20084G,pour
senat-2021-99,01028R,pour
senat-2021-99,19689Q,pour
senat-2021-99,19669L,pour
senat-2021-99,14275Y,pour
senat-2021-99,19301E,pour
senat-2021-99,19675J,pour
senat-2021-99,19413M,pour
senat-2021-99,01062T,pour
senat-2021-99,20064C,pour
senat-2021-99,11041F,pour
senat-2021-99,19527W,pour
senat-2021-99,01034P,pour
senat-2021-99,20046A,pour
senat-2021-99,11066Q,pour
senat-2021-99,20026V,pour
