scrutin_ref,senateur_ref,position
senat-2020-3,14033T,contre
senat-2020-3,14123H,contre
senat-2020-3,14026U,contre
senat-2020-3,01057W,contre
senat-2020-3,20068G,contre
senat-2020-3,98022P,contre
senat-2020-3,11064N,contre
senat-2020-3,19691J,contre
senat-2020-3,19553Y,contre
senat-2020-3,20072C,contre
senat-2020-3,19329S,contre
senat-2020-3,20106U,contre
senat-2020-3,20128B,contre
senat-2020-3,19569H,contre
senat-2020-3,14179A,contre
senat-2020-3,20048C,contre
senat-2020-3,08069G,contre
senat-2020-3,19399H,contre
senat-2020-3,11048N,contre
senat-2020-3,19591F,contre
senat-2020-3,14213J,contre
senat-2020-3,20066E,contre
senat-2020-3,20034V,contre
senat-2020-3,19511N,contre
senat-2020-3,20056C,contre
senat-2020-3,19447X,contre
senat-2020-3,95041E,contre
senat-2020-3,99004R,contre
senat-2020-3,14073Q,contre
senat-2020-3,20126Y,contre
senat-2020-3,20016T,contre
senat-2020-3,19735D,contre
senat-2020-3,19611R,contre
senat-2020-3,19583F,contre
senat-2020-3,20102Q,contre
senat-2020-3,07029T,contre
senat-2020-3,19723Y,contre
senat-2020-3,19699S,contre
senat-2020-3,08015R,contre
senat-2020-3,12041X,contre
senat-2020-3,19711U,contre
senat-2020-3,08010L,contre
senat-2020-3,08034U,contre
senat-2020-3,19709B,contre
senat-2020-3,16685X,contre
senat-2020-3,19289C,contre
senat-2020-3,19729F,contre
senat-2020-3,20108W,contre
senat-2020-3,01043Q,contre
senat-2020-3,20052X,contre
senat-2020-3,19697Q,contre
senat-2020-3,19581D,contre
senat-2020-3,11077T,contre
senat-2020-3,14205J,contre
senat-2020-3,14219Q,contre
senat-2020-3,01048V,contre
senat-2020-3,14059S,contre
senat-2020-3,19441R,contre
senat-2020-3,19657G,contre
senat-2020-3,14251Q,contre
senat-2020-3,14031R,contre
senat-2020-3,14111D,contre
senat-2020-3,19637C,contre
senat-2020-3,11085T,contre
senat-2020-3,19826F,contre
senat-2020-3,08009T,contre
senat-2020-3,14221J,contre
senat-2020-3,04057K,contre
senat-2020-3,19563B,contre
senat-2020-3,14147R,contre
senat-2020-3,19671E,contre
senat-2020-3,14223L,contre
senat-2020-3,04092N,contre
senat-2020-3,19369B,contre
senat-2020-3,11072N,contre
senat-2020-3,08011M,contre
senat-2020-3,04070G,contre
senat-2020-3,14071N,contre
senat-2020-3,20096L,contre
senat-2020-3,92040Q,contre
senat-2020-3,14169X,contre
senat-2020-3,19768N,contre
senat-2020-3,14253S,contre
senat-2020-3,19593H,contre
senat-2020-3,19573D,contre
senat-2020-3,19866P,contre
senat-2020-3,14191V,contre
senat-2020-3,20050V,contre
senat-2020-3,08073C,contre
senat-2020-3,08061X,contre
senat-2020-3,08047A,contre
senat-2020-3,14237S,contre
senat-2020-3,17637T,contre
senat-2020-3,14193X,contre
senat-2020-3,19745F,contre
senat-2020-3,20148F,contre
senat-2020-3,20146D,contre
senat-2020-3,19533U,contre
senat-2020-3,20118Y,contre
senat-2020-3,19319Q,contre
senat-2020-3,05012A,contre
senat-2020-3,11090Q,contre
senat-2020-3,19739H,contre
senat-2020-3,17583W,contre
senat-2020-3,04043D,contre
senat-2020-3,19679N,contre
senat-2020-3,19443T,contre
senat-2020-3,19349W,contre
senat-2020-3,14331P,contre
senat-2020-3,19766L,contre
senat-2020-3,10015M,contre
senat-2020-3,19705W,contre
senat-2020-3,11012A,contre
senat-2020-3,04033B,contre
senat-2020-3,95063L,contre
senat-2020-3,19798U,contre
senat-2020-3,20054A,contre
senat-2020-3,20150Y,contre
senat-2020-3,20020P,contre
senat-2020-3,14107H,contre
senat-2020-3,19619A,contre
senat-2020-3,19421M,contre
senat-2020-3,20044X,contre
senat-2020-3,11097X,contre
senat-2020-3,11043H,contre
senat-2020-3,19687N,contre
senat-2020-3,20098N,contre
senat-2020-3,04045F,contre
senat-2020-3,19762G,contre
senat-2020-3,01058X,contre
senat-2020-3,19703U,contre
senat-2020-3,19713W,contre
senat-2020-3,20062A,contre
senat-2020-3,20136B,contre
senat-2020-3,14275Y,contre
senat-2020-3,19301E,contre
senat-2020-3,19675J,contre
senat-2020-3,01034P,contre
senat-2020-3,20046A,contre
senat-2020-3,20026V,contre
senat-2020-3,19749K,contre
senat-2020-3,19479G,contre
senat-2020-3,20122U,contre
senat-2020-3,20058E,contre
senat-2020-3,14173T,contre
senat-2020-3,19585H,contre
senat-2020-3,04034C,contre
senat-2020-3,19335Q,abstention
senat-2020-3,86034E,nonVotant
senat-2020-3,11070L,nonVotant
senat-2020-3,19685L,nonVotant
senat-2020-3,01060R,nonVotant
senat-2020-3,14055N,nonVotant
senat-2020-3,19265T,nonVotant
senat-2020-3,14037X,nonVotant
senat-2020-4,14133K,pour
senat-2020-4,20032T,pour
senat-2020-4,14189C,pour
senat-2020-4,19515S,pour
senat-2020-4,20076G,pour
senat-2020-4,05008E,pour
senat-2020-4,19741B,pour
senat-2020-4,19667J,pour
senat-2020-4,19543W,pour
senat-2020-4,20024T,pour
senat-2020-4,20022R,pour
senat-2020-4,19954N,pour
senat-2020-4,19575F,pour
senat-2020-4,14030Q,pour
senat-2020-4,96004D,pour
senat-2020-4,17367Q,pour
senat-2020-4,20086J,pour
senat-2020-4,19367Y,pour
senat-2020-4,14069U,pour
senat-2020-4,19415P,pour
senat-2020-4,20042V,pour
senat-2020-4,14089Y,pour
senat-2020-4,20078J,pour
senat-2020-4,20138D,pour
senat-2020-4,19966S,pour
senat-2020-4,14105F,pour
senat-2020-4,19643A,pour
senat-2020-4,19747H,pour
senat-2020-4,20152B,pour
senat-2020-4,19383Y,pour
senat-2020-4,17737W,pour
senat-2020-4,19621T,pour
senat-2020-4,04047H,pour
senat-2020-4,20090E,pour
senat-2020-4,20104S,pour
senat-2020-4,14255U,pour
senat-2020-4,11101A,pour
senat-2020-4,04042C,pour
senat-2020-4,14053L,pour
senat-2020-4,14083S,pour
senat-2020-4,11053K,pour
senat-2020-4,19545Y,pour
senat-2020-4,11103C,pour
senat-2020-4,19721W,pour
senat-2020-4,14329V,pour
senat-2020-4,14038Y,pour
senat-2020-4,11080N,pour
senat-2020-4,14195A,pour
senat-2020-4,08028W,pour
senat-2020-4,20144B,pour
senat-2020-4,19467C,pour
senat-2020-4,18083K,pour
senat-2020-4,19701S,pour
senat-2020-4,14267Y,pour
senat-2020-4,11115U,pour
senat-2020-4,14357A,pour
senat-2020-4,04086Q,pour
senat-2020-4,19693L,pour
senat-2020-4,14259Y,pour
senat-2020-4,04008A,pour
senat-2020-4,17589D,pour
senat-2020-4,98018T,pour
senat-2020-4,19719D,pour
senat-2020-4,14327T,pour
senat-2020-4,19663E,pour
senat-2020-4,20140W,pour
senat-2020-4,17229F,pour
senat-2020-4,10006L,pour
senat-2020-4,14041T,pour
senat-2020-4,14217N,pour
senat-2020-4,01024M,pour
senat-2020-4,14215L,pour
senat-2020-4,19577H,pour
senat-2020-4,14042U,pour
senat-2020-4,04071H,pour
senat-2020-4,20124W,pour
senat-2020-4,20040T,pour
senat-2020-4,07033P,pour
senat-2020-4,20074E,pour
senat-2020-4,19507S,pour
senat-2020-4,14187A,pour
senat-2020-4,19673G,pour
senat-2020-4,20038A,pour
senat-2020-4,01025N,pour
senat-2020-4,20132W,pour
senat-2020-4,17023S,pour
senat-2020-4,97011G,pour
senat-2020-4,19521Q,pour
senat-2020-4,08018U,pour
senat-2020-4,11010L,pour
senat-2020-4,04035D,pour
senat-2020-4,14231L,pour
senat-2020-4,20120S,pour
senat-2020-4,14355X,pour
senat-2020-4,07004J,pour
senat-2020-4,08056B,pour
senat-2020-4,14211G,pour
senat-2020-4,14033T,pour
senat-2020-4,14123H,pour
senat-2020-4,14026U,pour
senat-2020-4,01057W,pour
senat-2020-4,20068G,pour
senat-2020-4,11064N,pour
senat-2020-4,19691J,pour
senat-2020-4,19553Y,pour
senat-2020-4,19569H,pour
senat-2020-4,14179A,pour
senat-2020-4,20048C,pour
senat-2020-4,08069G,pour
senat-2020-4,19399H,pour
senat-2020-4,11048N,pour
senat-2020-4,14213J,pour
senat-2020-4,20066E,pour
senat-2020-4,20034V,pour
senat-2020-4,19511N,pour
senat-2020-4,20056C,pour
senat-2020-4,19447X,pour
senat-2020-4,95041E,pour
senat-2020-4,99004R,pour
senat-2020-4,14073Q,pour
senat-2020-4,20126Y,pour
senat-2020-4,19735D,pour
senat-2020-4,19611R,pour
senat-2020-4,19583F,pour
senat-2020-4,07029T,pour
senat-2020-4,19723Y,pour
senat-2020-4,19699S,pour
senat-2020-4,08015R,pour
senat-2020-4,19711U,pour
senat-2020-4,08010L,pour
senat-2020-4,08034U,pour
senat-2020-4,19709B,pour
senat-2020-4,16685X,pour
senat-2020-4,19729F,pour
senat-2020-4,20108W,pour
senat-2020-4,01043Q,pour
senat-2020-4,20052X,pour
senat-2020-4,19581D,pour
senat-2020-4,14205J,pour
senat-2020-4,14219Q,pour
senat-2020-4,01048V,pour
senat-2020-4,14059S,pour
senat-2020-4,19441R,pour
senat-2020-4,19657G,pour
senat-2020-4,14251Q,pour
senat-2020-4,14031R,pour
senat-2020-4,14111D,pour
senat-2020-4,11085T,pour
senat-2020-4,19826F,pour
senat-2020-4,08009T,pour
senat-2020-4,14221J,pour
senat-2020-4,04057K,pour
senat-2020-4,19563B,pour
senat-2020-4,14147R,pour
senat-2020-4,19671E,pour
senat-2020-4,14223L,pour
senat-2020-4,04092N,pour
senat-2020-4,19335Q,pour
senat-2020-4,19369B,pour
senat-2020-4,08011M,pour
senat-2020-4,04070G,pour
senat-2020-4,14071N,pour
senat-2020-4,20096L,pour
senat-2020-4,92040Q,pour
senat-2020-4,14169X,pour
senat-2020-4,19768N,pour
senat-2020-4,14253S,pour
senat-2020-4,19573D,pour
senat-2020-4,14191V,pour
senat-2020-4,20050V,pour
senat-2020-4,08047A,pour
senat-2020-4,14237S,pour
senat-2020-4,17637T,pour
senat-2020-4,14193X,pour
senat-2020-4,19745F,pour
senat-2020-4,20148F,pour
senat-2020-4,19533U,pour
senat-2020-4,20118Y,pour
senat-2020-4,19319Q,pour
senat-2020-4,05012A,pour
senat-2020-4,11090Q,pour
senat-2020-4,19739H,pour
senat-2020-4,17583W,pour
senat-2020-4,04043D,pour
senat-2020-4,19679N,pour
senat-2020-4,19443T,pour
senat-2020-4,14331P,pour
senat-2020-4,19766L,pour
senat-2020-4,10015M,pour
senat-2020-4,19705W,pour
senat-2020-4,04033B,pour
senat-2020-4,19798U,pour
senat-2020-4,20054A,pour
senat-2020-4,20020P,pour
senat-2020-4,19619A,pour
senat-2020-4,19421M,pour
senat-2020-4,20044X,pour
senat-2020-4,11097X,pour
senat-2020-4,11043H,pour
senat-2020-4,20098N,pour
senat-2020-4,19762G,pour
senat-2020-4,01058X,pour
senat-2020-4,19703U,pour
senat-2020-4,19713W,pour
senat-2020-4,20062A,pour
senat-2020-4,20136B,pour
senat-2020-4,14275Y,pour
senat-2020-4,19675J,pour
senat-2020-4,01034P,pour
senat-2020-4,20026V,pour
senat-2020-4,19749K,pour
senat-2020-4,19479G,pour
senat-2020-4,20122U,pour
senat-2020-4,20058E,pour
senat-2020-4,14173T,pour
senat-2020-4,19585H,pour
senat-2020-4,19760E,contre
senat-2020-4,04085P,contre
senat-2020-4,20112S,contre
senat-2020-4,19651A,contre
senat-2020-4,20110Q,contre
senat-2020-4,11033F,contre
senat-2020-4,11040E,contre
senat-2020-4,19758L,contre
senat-2020-4,19782L,contre
senat-2020-4,11031D,contre
senat-2020-4,11056N,contre
senat-2020-4,11065P,contre
senat-2020-4,19659J,contre
senat-2020-4,20134Y,contre
senat-2020-4,20100N,contre
senat-2020-4,11083R,contre
senat-2020-4,19695N,contre
senat-2020-4,19347U,contre
senat-2020-4,19565D,contre
senat-2020-4,19329S,contre
senat-2020-4,20106U,contre
senat-2020-4,20128B,contre
senat-2020-4,19591F,contre
senat-2020-4,20016T,contre
senat-2020-4,11099A,contre
senat-2020-4,20102Q,contre
senat-2020-4,12041X,contre
senat-2020-4,19697Q,contre
senat-2020-4,11077T,contre
senat-2020-4,19637C,contre
senat-2020-4,20142Y,contre
senat-2020-4,11072N,contre
senat-2020-4,19593H,contre
senat-2020-4,20036X,contre
senat-2020-4,08073C,contre
senat-2020-4,08061X,contre
senat-2020-4,20146D,contre
senat-2020-4,20130U,contre
senat-2020-4,19349W,contre
senat-2020-4,95063L,contre
senat-2020-4,20150Y,contre
senat-2020-4,20092G,contre
senat-2020-4,19687N,contre
senat-2020-4,04045F,contre
senat-2020-4,19689Q,contre
senat-2020-4,19301E,contre
senat-2020-4,20046A,contre
senat-2020-4,04034C,contre
senat-2020-4,11109J,abstention
senat-2020-4,19717B,abstention
senat-2020-4,19631V,abstention
senat-2020-4,04059M,abstention
senat-2020-4,19549D,abstention
senat-2020-4,20116W,abstention
senat-2020-4,20094J,abstention
senat-2020-4,08060W,abstention
senat-2020-4,20088L,abstention
senat-2020-4,20114U,abstention
senat-2020-4,20080C,abstention
senat-2020-4,14207L,abstention
senat-2020-4,20060X,abstention
senat-2020-4,12028B,abstention
senat-2020-4,19629C,abstention
senat-2020-4,19295A,abstention
senat-2020-4,11027H,abstention
senat-2020-4,19681G,abstention
senat-2020-4,20070A,abstention
senat-2020-4,19525U,abstention
senat-2020-4,19251M,abstention
senat-2020-4,14151M,abstention
senat-2020-4,11074Q,abstention
senat-2020-4,11110B,abstention
senat-2020-4,19647E,abstention
senat-2020-4,14281W,abstention
senat-2020-4,08045X,abstention
senat-2020-4,19599P,abstention
senat-2020-4,19820Y,abstention
senat-2020-4,19387D,abstention
senat-2020-4,98022P,abstention
senat-2020-4,20072C,abstention
senat-2020-4,19725B,abstention
senat-2020-4,19333N,abstention
senat-2020-4,19551W,abstention
senat-2020-4,19715Y,abstention
senat-2020-4,14121F,abstention
senat-2020-4,19531S,abstention
senat-2020-4,19683J,abstention
senat-2020-4,14097Y,abstention
senat-2020-4,14021P,abstention
senat-2020-4,19489J,abstention
senat-2020-4,19649G,abstention
senat-2020-4,11026G,abstention
senat-2020-4,18193Q,abstention
senat-2020-4,19289C,abstention
senat-2020-4,08017T,abstention
senat-2020-4,08012N,abstention
senat-2020-4,17779H,abstention
senat-2020-4,12016W,abstention
senat-2020-4,11104D,abstention
senat-2020-4,14001X,abstention
senat-2020-4,20028X,abstention
senat-2020-4,11067R,abstention
senat-2020-4,20018V,abstention
senat-2020-4,14109K,abstention
senat-2020-4,14257W,abstention
senat-2020-4,19866P,abstention
senat-2020-4,20030R,abstention
senat-2020-4,17965H,abstention
senat-2020-4,19503N,abstention
senat-2020-4,14225N,abstention
senat-2020-4,20082E,abstention
senat-2020-4,11012A,abstention
senat-2020-4,14229S,abstention
senat-2020-4,11054L,abstention
senat-2020-4,11045K,abstention
senat-2020-4,14107H,abstention
senat-2020-4,20084G,abstention
senat-2020-4,01028R,abstention
senat-2020-4,19669L,abstention
senat-2020-4,19413M,abstention
senat-2020-4,01062T,abstention
senat-2020-4,20064C,abstention
senat-2020-4,11041F,abstention
senat-2020-4,19527W,abstention
senat-2020-4,11066Q,abstention
senat-2020-4,86034E,nonVotant
senat-2020-4,11070L,nonVotant
senat-2020-4,19685L,nonVotant
senat-2020-4,01060R,nonVotant
senat-2020-4,14055N,nonVotant
senat-2020-4,19265T,nonVotant
senat-2020-4,14037X,nonVotant
senat-2020-5,14133K,pour
senat-2020-5,20032T,pour
senat-2020-5,14189C,pour
senat-2020-5,19515S,pour
senat-2020-5,20076G,pour
senat-2020-5,19651A,pour
senat-2020-5,05008E,pour
senat-2020-5,19741B,pour
senat-2020-5,19667J,pour
senat-2020-5,19543W,pour
senat-2020-5,20024T,pour
senat-2020-5,20022R,pour
senat-2020-5,19954N,pour
senat-2020-5,19575F,pour
senat-2020-5,14030Q,pour
senat-2020-5,96004D,pour
senat-2020-5,17367Q,pour
senat-2020-5,20086J,pour
senat-2020-5,19367Y,pour
senat-2020-5,14069U,pour
senat-2020-5,19415P,pour
senat-2020-5,20042V,pour
senat-2020-5,14089Y,pour
senat-2020-5,20078J,pour
senat-2020-5,20138D,pour
senat-2020-5,19966S,pour
senat-2020-5,14105F,pour
senat-2020-5,19643A,pour
senat-2020-5,19747H,pour
senat-2020-5,20152B,pour
senat-2020-5,19383Y,pour
senat-2020-5,17737W,pour
senat-2020-5,19621T,pour
senat-2020-5,04047H,pour
senat-2020-5,19782L,pour
senat-2020-5,20090E,pour
senat-2020-5,20104S,pour
senat-2020-5,14255U,pour
senat-2020-5,11101A,pour
senat-2020-5,04042C,pour
senat-2020-5,14053L,pour
senat-2020-5,14083S,pour
senat-2020-5,11053K,pour
senat-2020-5,19545Y,pour
senat-2020-5,11103C,pour
senat-2020-5,19721W,pour
senat-2020-5,14329V,pour
senat-2020-5,14038Y,pour
senat-2020-5,11080N,pour
senat-2020-5,14195A,pour
senat-2020-5,08028W,pour
senat-2020-5,20144B,pour
senat-2020-5,19467C,pour
senat-2020-5,18083K,pour
senat-2020-5,19701S,pour
senat-2020-5,14267Y,pour
senat-2020-5,11115U,pour
senat-2020-5,14357A,pour
senat-2020-5,04086Q,pour
senat-2020-5,19693L,pour
senat-2020-5,14259Y,pour
senat-2020-5,04008A,pour
senat-2020-5,17589D,pour
senat-2020-5,98018T,pour
senat-2020-5,19719D,pour
senat-2020-5,14327T,pour
senat-2020-5,19663E,pour
senat-2020-5,20140W,pour
senat-2020-5,17229F,pour
senat-2020-5,19659J,pour
senat-2020-5,10006L,pour
senat-2020-5,14041T,pour
senat-2020-5,14217N,pour
senat-2020-5,01024M,pour
senat-2020-5,14215L,pour
senat-2020-5,19577H,pour
senat-2020-5,14042U,pour
senat-2020-5,04071H,pour
senat-2020-5,20124W,pour
senat-2020-5,20040T,pour
senat-2020-5,07033P,pour
senat-2020-5,20074E,pour
senat-2020-5,19507S,pour
senat-2020-5,14187A,pour
senat-2020-5,19673G,pour
senat-2020-5,20038A,pour
senat-2020-5,01025N,pour
senat-2020-5,20132W,pour
senat-2020-5,17023S,pour
senat-2020-5,97011G,pour
senat-2020-5,19521Q,pour
senat-2020-5,08018U,pour
senat-2020-5,11010L,pour
senat-2020-5,04035D,pour
senat-2020-5,14231L,pour
senat-2020-5,11083R,pour
senat-2020-5,20120S,pour
senat-2020-5,14355X,pour
senat-2020-5,07004J,pour
senat-2020-5,08056B,pour
senat-2020-5,14211G,pour
senat-2020-5,14033T,pour
senat-2020-5,14123H,pour
senat-2020-5,14026U,pour
senat-2020-5,01057W,pour
senat-2020-5,20068G,pour
senat-2020-5,11064N,pour
senat-2020-5,19691J,pour
senat-2020-5,19553Y,pour
senat-2020-5,19329S,pour
senat-2020-5,20106U,pour
senat-2020-5,20128B,pour
senat-2020-5,19569H,pour
senat-2020-5,14179A,pour
senat-2020-5,20048C,pour
senat-2020-5,08069G,pour
senat-2020-5,19399H,pour
senat-2020-5,11048N,pour
senat-2020-5,19591F,pour
senat-2020-5,14213J,pour
senat-2020-5,20066E,pour
senat-2020-5,20034V,pour
senat-2020-5,19511N,pour
senat-2020-5,20056C,pour
senat-2020-5,19447X,pour
senat-2020-5,95041E,pour
senat-2020-5,99004R,pour
senat-2020-5,14073Q,pour
senat-2020-5,20126Y,pour
senat-2020-5,20016T,pour
senat-2020-5,19735D,pour
senat-2020-5,19611R,pour
senat-2020-5,19583F,pour
senat-2020-5,07029T,pour
senat-2020-5,19723Y,pour
senat-2020-5,19699S,pour
senat-2020-5,08015R,pour
senat-2020-5,19711U,pour
senat-2020-5,08010L,pour
senat-2020-5,08034U,pour
senat-2020-5,19709B,pour
senat-2020-5,16685X,pour
senat-2020-5,19729F,pour
senat-2020-5,20108W,pour
senat-2020-5,01043Q,pour
senat-2020-5,20052X,pour
senat-2020-5,19697Q,pour
senat-2020-5,19581D,pour
senat-2020-5,14205J,pour
senat-2020-5,14219Q,pour
senat-2020-5,01048V,pour
senat-2020-5,14059S,pour
senat-2020-5,19441R,pour
senat-2020-5,19657G,pour
senat-2020-5,14251Q,pour
senat-2020-5,14031R,pour
senat-2020-5,14111D,pour
senat-2020-5,19637C,pour
senat-2020-5,11085T,pour
senat-2020-5,19826F,pour
senat-2020-5,08009T,pour
senat-2020-5,14221J,pour
senat-2020-5,04057K,pour
senat-2020-5,19563B,pour
senat-2020-5,14147R,pour
senat-2020-5,19671E,pour
senat-2020-5,14223L,pour
senat-2020-5,04092N,pour
senat-2020-5,19335Q,pour
senat-2020-5,19369B,pour
senat-2020-5,11072N,pour
senat-2020-5,08011M,pour
senat-2020-5,04070G,pour
senat-2020-5,14071N,pour
senat-2020-5,20096L,pour
senat-2020-5,92040Q,pour
senat-2020-5,14169X,pour
senat-2020-5,19768N,pour
senat-2020-5,14253S,pour
senat-2020-5,19573D,pour
senat-2020-5,14191V,pour
senat-2020-5,20050V,pour
senat-2020-5,08073C,pour
senat-2020-5,08061X,pour
senat-2020-5,08047A,pour
senat-2020-5,14237S,pour
senat-2020-5,17637T,pour
senat-2020-5,14193X,pour
senat-2020-5,19745F,pour
senat-2020-5,20148F,pour
senat-2020-5,20146D,pour
senat-2020-5,19533U,pour
senat-2020-5,20118Y,pour
senat-2020-5,19319Q,pour
senat-2020-5,05012A,pour
senat-2020-5,11090Q,pour
senat-2020-5,19739H,pour
senat-2020-5,17583W,pour
senat-2020-5,04043D,pour
senat-2020-5,19679N,pour
senat-2020-5,19443T,pour
senat-2020-5,19349W,pour
senat-2020-5,14331P,pour
senat-2020-5,19766L,pour
senat-2020-5,10015M,pour
senat-2020-5,19705W,pour
senat-2020-5,04033B,pour
senat-2020-5,95063L,pour
senat-2020-5,19798U,pour
senat-2020-5,20054A,pour
senat-2020-5,20150Y,pour
senat-2020-5,20020P,pour
senat-2020-5,19619A,pour
senat-2020-5,19421M,pour
senat-2020-5,20044X,pour
senat-2020-5,11097X,pour
senat-2020-5,11043H,pour
senat-2020-5,20098N,pour
senat-2020-5,04045F,pour
senat-2020-5,19762G,pour
senat-2020-5,01058X,pour
senat-2020-5,19703U,pour
senat-2020-5,19713W,pour
senat-2020-5,20062A,pour
senat-2020-5,20136B,pour
senat-2020-5,14275Y,pour
senat-2020-5,19301E,pour
senat-2020-5,19675J,pour
senat-2020-5,01034P,pour
senat-2020-5,19749K,pour
senat-2020-5,19479G,pour
senat-2020-5,20122U,pour
senat-2020-5,20058E,pour
senat-2020-5,14173T,pour
senat-2020-5,19585H,pour
senat-2020-5,04034C,pour
senat-2020-5,19760E,contre
senat-2020-5,04085P,contre
senat-2020-5,20112S,contre
senat-2020-5,20110Q,contre
senat-2020-5,11033F,contre
senat-2020-5,11040E,contre
senat-2020-5,19758L,contre
senat-2020-5,11031D,contre
senat-2020-5,11056N,contre
senat-2020-5,11065P,contre
senat-2020-5,20134Y,contre
senat-2020-5,20100N,contre
senat-2020-5,19695N,contre
senat-2020-5,19347U,contre
senat-2020-5,19565D,contre
senat-2020-5,11099A,contre
senat-2020-5,20102Q,contre
senat-2020-5,12041X,contre
senat-2020-5,11077T,contre
senat-2020-5,20142Y,contre
senat-2020-5,19593H,contre
senat-2020-5,20036X,contre
senat-2020-5,20130U,contre
senat-2020-5,20092G,contre
senat-2020-5,19687N,contre
senat-2020-5,19689Q,contre
senat-2020-5,20046A,contre
senat-2020-5,11109J,abstention
senat-2020-5,19717B,abstention
senat-2020-5,19631V,abstention
senat-2020-5,04059M,abstention
senat-2020-5,19549D,abstention
senat-2020-5,20116W,abstention
senat-2020-5,20094J,abstention
senat-2020-5,08060W,abstention
senat-2020-5,20088L,abstention
senat-2020-5,20114U,abstention
senat-2020-5,20080C,abstention
senat-2020-5,14207L,abstention
senat-2020-5,20060X,abstention
senat-2020-5,12028B,abstention
senat-2020-5,19629C,abstention
senat-2020-5,19295A,abstention
senat-2020-5,11027H,abstention
senat-2020-5,19681G,abstention
senat-2020-5,20070A,abstention
senat-2020-5,19525U,abstention
senat-2020-5,19251M,abstention
senat-2020-5,14151M,abstention
senat-2020-5,11074Q,abstention
senat-2020-5,11110B,abstention
senat-2020-5,19647E,abstention
senat-2020-5,14281W,abstention
senat-2020-5,08045X,abstention
senat-2020-5,19599P,abstention
senat-2020-5,19820Y,abstention
senat-2020-5,19387D,abstention
senat-2020-5,98022P,abstention
senat-2020-5,20072C,abstention
senat-2020-5,19725B,abstention
senat-2020-5,19333N,abstention
senat-2020-5,19551W,abstention
senat-2020-5,19715Y,abstention
senat-2020-5,14121F,abstention
senat-2020-5,19531S,abstention
senat-2020-5,19683J,abstention
senat-2020-5,14097Y,abstention
senat-2020-5,14021P,abstention
senat-2020-5,19489J,abstention
senat-2020-5,19649G,abstention
senat-2020-5,11026G,abstention
senat-2020-5,18193Q,abstention
senat-2020-5,19289C,abstention
senat-2020-5,08017T,abstention
